train_mae,train_rmse,train_r2,validation_full_mae,validation_full_rmse,validation_full_r2,validation_last_mae,validation_last_rmse,validation_last_r2,official_test_mae,official_test_rmse,official_test_r2,train_full_rows,validation_full_rows,validation_last_rows,model_name,dataset_id,feature_set,n_estimators,learning_rate,max_depth,subsample,random_state
24.460077201274707,34.598578288476304,0.7476874838391101,22.68545241734066,29.789078867963564,0.7941174804449224,5.779201686309805,6.416142225217222,0.0,18.307997764432507,25.315493183472853,0.62888095596653,16561,4070,20,GradientBoostingRegressor,FD001,all_raw_features_no_feature_engineering,240,0.05,3,0.8,42
